MODEL_NAME,BATCH_SIZE,Mean Time per Sample (s),FPS,STD Time per Sample (s),Mean Energy per Sample (J),STD Energy per Sample (J),Parameters,FLOPs,GPR,Architecture,Pruning Distribution,YOUR_METRIC,Compression Ratio (Parameters) [%],Compression Ratio (FLOPs) [%],% Energy Reduction
AlexNet_DATASET_random_PD5_GPR-10_PRUNED_SEED_23.pth,8,0.000179471005249,5571.930678231052,4.901050095577746e-06,0.0564850625000661,0.0032856750806943,51349312,4682218272,10,AlexNet,PD5,0.3429986060018618,16.0,18.0,-1.0
AlexNet_DATASET_random_PD5_GPR-10_PRUNED_SEED_23.pth,16,0.0001327581863403,7532.492176689212,1.874647711623617e-07,0.0421707812499604,0.0018479378099321,51349312,9364436544,10,AlexNet,PD5,0.3429986060018618,16.0,18.0,-5.0
AlexNet_DATASET_random_PD5_GPR-10_PRUNED_SEED_23.pth,32,0.0001136166931152,8801.523548883453,8.073655781193857e-08,0.0355217843750142,0.0008276659255208,51349312,18728873088,10,AlexNet,PD5,0.3429986060018618,16.0,18.0,-5.0
AlexNet_DATASET_random_PD5_GPR-10_PRUNED_SEED_23.pth,64,9.563258361816406e-05,10456.687063822714,5.74284366782067e-08,0.0296502390624984,0.0004939357740183,51349312,37457746176,10,AlexNet,PD5,0.3429986060018618,16.0,18.0,-9.0
AlexNet_DATASET_random_PD2_GPR-35_PRUNED_SEED_23.pth,1,0.001075931954956,929.426805657839,9.138496527537438e-05,0.2291343000004068,0.0195243186040595,22318800,310475102,35,AlexNet,PD2,0.1207153326946579,63.0,57.0,14.0
AlexNet_DATASET_random_PD2_GPR-35_PRUNED_SEED_23.pth,8,0.0001364024406433,7331.247119067159,8.07970563416571e-06,0.0417178625000175,0.0043742249557223,22318800,2483800816,35,AlexNet,PD2,0.1207153326946579,63.0,57.0,25.0
AlexNet_DATASET_random_PD2_GPR-35_PRUNED_SEED_23.pth,16,0.0001037149162292,9641.814662315615,1.522531782619431e-07,0.0308307812500163,0.0012292393721083,22318800,4967601632,35,AlexNet,PD2,0.1207153326946579,63.0,57.0,23.0
AlexNet_DATASET_random_PD2_GPR-35_PRUNED_SEED_23.pth,32,8.521640625e-05,11734.829524097657,8.39469587537238e-08,0.0263024062499811,0.0009332488796925,22318800,9935203264,35,AlexNet,PD2,0.1207153326946579,63.0,57.0,22.0
AlexNet_DATASET_random_PD2_GPR-35_PRUNED_SEED_23.pth,64,7.265914154052736e-05,13762.89313082823,3.81789595763202e-08,0.0222175640624976,0.000448609010568,22318800,19870406528,35,AlexNet,PD2,0.1207153326946579,63.0,57.0,19.0
AlexNet_DATASET_random_PD1_GPR-25_PRUNED_SEED_23.pth,1,0.0010605060119628,942.9460924498676,8.969388108767944e-05,0.2312248999999835,0.0192740960436575,35361496,415682832,25,AlexNet,PD1,0.4111807032840766,42.0,42.0,13.0
AlexNet_DATASET_random_PD1_GPR-25_PRUNED_SEED_23.pth,8,0.0001259510524749,7939.592249129347,7.831092929473133e-06,0.03913551250007,0.0034056245992974,35361496,3325462656,25,AlexNet,PD1,0.4111807032840766,42.0,42.0,30.0
AlexNet_DATASET_random_PD1_GPR-25_PRUNED_SEED_23.pth,16,8.802329597473145e-05,11360.628898593694,1.620836405224163e-07,0.028105856249982,0.0015686713837154,35361496,6650925312,25,AlexNet,PD1,0.4111807032840766,42.0,42.0,30.0
AlexNet_DATASET_random_PD1_GPR-25_PRUNED_SEED_23.pth,32,8.423574638366697e-05,11871.44464115411,7.986842863547474e-08,0.0260723187499796,0.0009951012618784,35361496,13301850624,25,AlexNet,PD1,0.4111807032840766,42.0,42.0,23.0
AlexNet_DATASET_random_PD1_GPR-25_PRUNED_SEED_23.pth,64,6.765903282165526e-05,14779.992534565694,4.717781097557836e-08,0.0211958687500155,0.0001961357124005,35361496,26603701248,25,AlexNet,PD1,0.4111807032840766,42.0,42.0,22.0
AlexNet_DATASET_random_PD2_GPR-50_PRUNED_SEED_23.pth,1,0.0013718111816406,728.9632956658397,0.0002367275668257,0.2035194000003859,0.0343261741966918,11323759,189546168,50,AlexNet,PD2,0.7836364970681615,81.0,73.0,23.0
AlexNet_DATASET_random_PD2_GPR-50_PRUNED_SEED_23.pth,8,0.0001417799598693,7053.182981016874,7.341259918918976e-06,0.0371509374999906,0.0031881968391368,11323759,1516369344,50,AlexNet,PD2,0.7836364970681615,81.0,73.0,33.0
AlexNet_DATASET_random_PD2_GPR-50_PRUNED_SEED_23.pth,16,6.576188678741455e-05,15206.376350372282,3.221294434352114e-06,0.0204871374999987,0.0018316291299201,11323759,3032738688,50,AlexNet,PD2,0.7836364970681615,81.0,73.0,49.0
AlexNet_DATASET_random_PD2_GPR-50_PRUNED_SEED_23.pth,32,5.173787746429443e-05,19328.199164917896,5.362642585068189e-08,0.0160175656250037,0.000934329896471,11323759,6065477376,50,AlexNet,PD2,0.7836364970681615,81.0,73.0,53.0
